status,size,buffer_size,buffer_level,total_played_utility,time_average_played_utility,total_played_bitrate,time_average_played_bitrate,total_play_time,total_play_time_chunks,total_rebuffer,rebuffer_ratio,time_average_rebuffer,total_rebuffer_events,time_average_rebuffer_events,total_bitrate_change,time_average_bitrate_change,total_log_bitrate_change,time_average_log_bitrate_change,time_average_score,total_reaction_time,estimate,qoe,download_time,delay
downloadedSegment,4233096.0,6000.0,4129.380800000001,133.97416699785845,1.834660297092352,107931.0,1478.021658672749,219.0718912,73.02396373333333,0.0,0.0,0.0,0.0,0.0,4267.0,58.43287301661821,3.2858310632554564,0.0449966133755016,1.834660297092352,0.0,2.990119567472642e-13,1.253487423235312,846.6192000000001,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1129.3808000000008
missingTrace,5702808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,5702808.0,6000.0,3835.4384,135.7994173064121,1.8321081315580143,109358.0,1475.3795342055644,222.3658336,74.12194453333333,0.0,0.0,0.0,0.0,0.0,4267.0,57.567297065190864,3.2858310632554564,0.0443300709923737,1.8321081315580143,0.0,2.949712546290579e-13,1.2529679591843474,1140.5616,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835.4383999999991
missingTrace,2606120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,2606120.0,6000.0,4454.776,137.62466761496574,1.837065361165396,110785.0,1478.7994736968003,224.746496,74.91549866666666,0.0,0.0,0.0,0.0,0.0,4267.0,56.95750646986728,3.2858310632554564,0.0438604977839848,1.837065361165396,0.0,3.1529149661461534e-13,1.258151880555194,521.2240000000002,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1454.7759999999998
downloadedSegment,4523192.0,6000.0,4071.3616,139.4499179235194,1.8338224612328529,112212.0,1475.6328944755503,228.1299104,76.04330346666667,0.0,0.0,0.0,0.0,0.0,4267.0,56.112764773171975,3.2858310632554564,0.0432099989540274,1.8338224612328529,0.0,2.9917588874109494e-13,1.2570649392702384,904.6384,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1071.3616000000002
missingTrace,3957240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,3957240.0,6000.0,4184.552,141.27516823207304,1.8346096537783887,113639.0,1475.7243544969383,231.01672,77.00557333333333,0.0,0.0,0.0,0.0,0.0,4267.0,55.41157367310903,3.2858310632554564,0.0426700421933372,1.8346096537783887,0.0,2.952904875886132e-13,1.2590225112836728,791.4480000000001,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1184.5519999999997
downloadedSegment,5653728.0,6000.0,3845.2544,143.1004185406267,1.831833720415124,115066.0,1472.9640976797348,234.3560176,78.11867253333332,0.0,0.0,0.0,0.0,0.0,4267.0,54.62202392365624,3.2858310632554564,0.0420620442808137,1.831833720415124,0.0,2.9150471210670784e-13,1.2582424226028492,1130.7456000000002,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.2543999999998
missingTrace,4201280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,4201280.0,6000.0,4135.744,144.92566884918034,1.833995057044064,116493.0,1474.1873394599995,237.065528,79.02184266666666,0.0,0.0,0.0,0.0,0.0,4267.0,53.99772842553474,3.2858310632554564,0.0415813014778191,1.833995057044064,0.0,2.993273702037486e-13,1.2611984961390958,840.2560000000001,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135.7439999999997
missingTrace,3737336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,3737336.0,6000.0,4228.5328,146.750919157734,1.8345948749882088,117920.0,1474.1674457662732,239.9727392,79.99091306666666,0.0,0.0,0.0,0.0,0.0,4267.0,53.343559117068246,3.2858310632554564,0.0410775541531442,1.8345948749882088,0.0,2.8421709430404053e-13,1.262948246794405,747.4672,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.5328
