status,size,buffer_size,buffer_level,total_played_utility,time_average_played_utility,total_played_bitrate,time_average_played_bitrate,total_play_time,total_play_time_chunks,total_rebuffer,rebuffer_ratio,time_average_rebuffer,total_rebuffer_events,time_average_rebuffer_events,total_bitrate_change,time_average_bitrate_change,total_log_bitrate_change,time_average_log_bitrate_change,time_average_score,total_reaction_time,estimate,qoe,download_time
downloadedSegment,680040,25000.0,3000.0,0.0,0.0,7360.0,124.6342872000432,177.1583125,59.05277083333333,74.158625,0.4186008771109738,1.2558026313329216,32.0,0.5418882052175791,0.0,0.0,0.0,0.0,-2.093004385554869,0.0,0.0,-6.593696153683652,5312.8125
missingTrace,695288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,695288,25000.0,3000.0,0.0,0.0,7590.0,124.65425142439518,182.66525,60.88841666666666,76.6655625,0.4197052395023136,1.259115718506941,33.0,0.5419750061930225,0.0,0.0,0.0,0.0,-2.0985261975115685,0.0,0.0,-6.615619534505968,5431.9375
missingTrace,664792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,664792,25000.0,3000.0,0.0,0.0,7820.0,124.83109922602458,187.9339375,62.644645833333335,78.93425,0.4200106220836244,1.2600318662508736,34.0,0.5427439096783677,0.0,0.0,0.0,0.0,-2.1000531104181226,0.0,0.0,-6.636769356125091,5193.6875
missingTrace,680040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,680040,25000.0,3000.0,0.0,0.0,8050.0,124.92127761102928,193.32175,64.44058333333334,81.3220625,0.4206565608887774,1.261969682666332,35.0,0.5431359896131708,0.0,0.0,0.0,0.0,-2.1032828044438867,0.0,0.0,-6.657368672336497,5312.8125
missingTrace,680040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,680040,25000.0,3000.0,0.0,0.0,8280.0,125.00656580128096,198.7095625,66.23652083333333,83.709875,0.4212674717151571,1.2638024151454714,36.0,0.5435068078316563,0.0,0.0,0.0,0.0,-2.106337358575786,0.0,0.0,-6.677389719121241,5312.8125
missingTrace,680040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,680040,25000.0,3000.0,0.0,0.0,8510.0,125.08735107445648,204.097375,68.03245833333334,86.0976875,0.4218461285942556,1.265538385782767,37.0,0.5438580481498109,0.0,0.0,0.0,0.0,-2.1092306429712777,0.0,0.0,-6.696864174182467,5312.8125
missingTrace,682080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,682080,25000.0,3000.0,0.0,0.0,8740.0,125.15445919443154,209.501125,69.83370833333333,88.5014375,0.4224389606499726,1.267316881949918,38.0,0.544149822584485,0.0,0.0,0.0,0.0,-2.112194803249863,0.0,0.0,-6.715828328751526,5328.75
missingTrace,737728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
missingTrace,737728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,737728,25000.0,3000.0,0.0,0.0,8970.0,124.9653889756704,215.339625,71.779875,91.3399375,0.424166882894869,1.2725006486846069,39.0,0.5433277781550887,0.0,0.0,0.0,0.0,-2.1208344144743445,0.0,0.0,-6.734491453978414,5763.5
